place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Pasikudah Beach,Beach,76,6,11,93,positive,0.82,very safe beach for seabathing,404,0.2301980198019802,64,0.9470623905409088,0.21801188693144682,0.1787697472837864
Pasikudah Beach,Sandy beach,17,2,9,28,positive,0.784,"visited Pasikuda beach recently, it was a Sunday and the beach was quite busy, there are no facilities for sitting other than on the sand, if you try to go onto hotel grounds which are NOT MARKED you are approached by security men and then by staff from the hotels who want to charge 500rupees for a beach bed with mattress",404,0.06930693069306931,15,2.3978952727983707,0.1661907614810752,0.13029355700116296
Pasikudah Beach,Water depth,16,1,8,25,positive,0.771,The ocean is not deep for few meters and is safe for an enjoyable family trip.,404,0.06188118811881188,13,2.540996116439044,0.1572398586905349,0.1212319310504024
Pasikudah Beach,Coral reef,12,3,4,19,positive,0.794,There are glass bottom boats and you can go and see a small reef by paying about 3000 rupees .We enjoyed the boat ride although the reef was very small.Boat operator was a well mannered person,404,0.04702970297029703,9,2.908720896564361,0.13679627978891798,0.10861624615240088
Pasikudah Beach,Waves,12,1,8,21,positive,0.785,The waves are not rough letting you relax and enjoy your time.,404,0.05198019801980198,20,2.1102132003465894,0.10968930001801579,0.0861061005141424
Passikudah Beach,Beach,297,24,44,365,positive,0.818,A nice public beach to stay and enjoy water sports :),1443,0.25294525294525294,64,0.9470623905409088,0.2395549359303061,0.1959559375909904
Passikudah Beach,Sandy beach,61,8,35,104,positive,0.774,"Passikuda beach lies on the east coast of Srilanka serving up gorgeous pristine coastline with golden, sunbaked sand.",1443,0.07207207207207207,15,2.3978952727983707,0.1728212809224051,0.13376367143394155
Passikudah Beach,Coral reef,28,9,23,60,positive,0.772,Just a stretch of beach with lots and lots of locals ( if your female I would cover up as much as possible too as the young men arnt used to flesh on show and you'll be stared )water was not clear lots of coral washed up on beach so a bit painfull without flip flops.,1443,0.04158004158004158,9,2.908720896564361,0.12094473582388197,0.09336933605603688
Passikudah Beach,Water depth,35,3,19,57,positive,0.769,"The water is clear shallow for miles,and offshore you will find some island's best diving-shipwrecked HMS Hermes is of particular note.",1443,0.0395010395010395,13,2.540996116439044,0.10037198796744665,0.07718605874696648
Passikudah Beach,Accommodation,83,13,59,155,positive,0.794,furthermore there are no bars and hotels butthe seen is great.,1443,0.10741510741510742,90,0.6061358035703155,0.06510814244864789,0.05169586510422643
Pedro Tea Factory,Tea plantation,79,4,44,127,positive,0.836,After a free cup of tea we were able to wander through the tea plantation which was so enjoyable.,916,0.13864628820960698,16,2.3333567516607996,0.32351125268659553,0.2704554072459939
Pedro Tea Factory,Local guide,87,14,51,152,positive,0.775,Our driver arranged a private guide to show us the production area which was fascinating and wonderful to be able to view the processes really up close.,916,0.16593886462882096,66,0.9162907318741551,0.1520482437171087,0.11783738888075924
Pedro Tea Factory,Guided tours,28,2,27,57,positive,0.819,"I found the tour of this tea factory very interesting and informative but the tour guide was quite rude and she fed us a sob story before the tour of how the workers are underpaid etc (clearly looking for tips).Afterwards you get a cup of tea and can buy tea from the shop at a pretty reasonable price,",916,0.06222707423580786,36,1.5224265354444706,0.09473614903966683,0.07758890606348713
Pedro Tea Factory,Ticket price,42,8,72,122,neutral,0.762,"I found the tour of this tea factory very interesting and informative but the tour guide was quite rude and she fed us a sob story before the tour of how the workers are underpaid etc (clearly looking for tips).Afterwards you get a cup of tea and can buy tea from the shop at a pretty reasonable price,",916,0.1331877729257642,94,0.5626506916305767,0.07493819255341742,0.05710290272570408
Pedro Tea Factory,Waterfall,16,1,8,25,positive,0.797,We stopped here as this tea plantation is located across the road going up to the Lover's Leap falls.It can be easily and cheaply reached by taking the bus to Borlander.The grounds are not as nice as the ones at Mackwoods Labookelie.We did not do the tour as we have already done the one at Mackwoods Labookelie.,916,0.027292576419213975,24,1.927891643552635,0.05261713000962432,0.041935852617670584
Pettah Floating Market,Market,27,11,30,68,neutral,0.784,"Although this place is called the Floating market it does not float like in other countries, but it is situated surrounded by The Beira lake.This place has many restaurants & shops with a variety of stuff for sale.The place has not been",162,0.41975308641975306,16,2.3333567516607996,0.9794336982279899,0.7678760194107441
Pettah Floating Market,Souvenir stalls,4,2,12,18,neutral,0.764,There are some nice shops selling clothing and souvenirs at fairly reasonable prices but I'd recommend that you buy these from Pettah market.,162,0.1111111111111111,49,1.214125175789954,0.13490279730999488,0.10306573714483609
Pettah Floating Market,Restaurants,5,1,8,14,neutral,0.774,"the Floating market it does not float like in other countries, but it is situated surrounded by The Beira lake.This place has many restaurants & shops with a variety of stuff for sale.The place has not been maintained well due to lack of customers.People enjoyed visiting this place at first due to its novel idea.Good for",162,0.08641975308641975,49,1.214125175789954,0.1049243979077738,0.08121148398061692
Pettah Floating Market,Ticket price,6,2,4,12,positive,0.807,"enjoyed visiting this place at first due to its novel idea.Good for relaxation, as the place is comparatively cheap, compared to city prices.Good for Budget travelers.",162,0.07407407407407407,94,0.5626506916305767,0.041677829009672346,0.033634008010805586
Pettah Floating Market,Value for money,9,5,0,14,positive,0.857,"of customers.People enjoyed visiting this place at first due to its novel idea.Good for relaxation, as the place is comparatively cheap, compared to city prices.Good for Budget travelers.",162,0.08641975308641975,112,0.38744660260548613,0.03348303973133831,0.02869496504975693
Pidurangala Rock,Sunrise view,89,7,48,144,positive,0.838,Highly recommended to set off early morning so you can be at the top for sunrise.,1589,0.09062303335431089,21,2.0614230361771577,0.1868124085648274,0.15654879837732535
Pidurangala Rock,Stairs,37,39,66,142,neutral,0.772,"No water to buy anywhere nearby, take yours with you, after climb that is not that comfy as Sigiriya you might need it (at some points you have to climb steep parts that are missing proper stairs and so on).",1589,0.0893643801132788,47,1.255797872190522,0.11222359839588052,0.08663661796161976
Pidurangala Rock,Sunset view,71,11,41,123,positive,0.837,As we were there at sunset the surroundings looked even better.Well worth visiting,1589,0.07740717432347388,44,1.3217558399823195,0.10231338471858105,0.08563630300945234
Pidurangala Rock,Scenic view,318,9,82,409,positive,0.792,It is a short hike and it is well worth it as the views are spectacular.,1589,0.25739458779106356,128,0.25391520998096345,0.06535640080693143,0.051762269439089695
Pidurangala Rock,Temple,24,9,74,107,neutral,0.764,"Luckily, the temple offers drapes free of charge for women at the entrance.",1589,0.06733794839521712,76,0.7752121336142496,0.05220119464866249,0.03988171271157814
Pidurutalagala,Mountain,26,3,28,57,neutral,0.755,"(Entry is subject to clearance procedure) however a must visit place whilst In Nuwara Eliya as it needs only 1hr maximum to visit the site and return enjoying some breath-taking views on the surrounding mountains, town area and the ever so graceful green tea gardens at a distance which is so beautiful.",159,0.3584905660377358,24,1.927891643552635,0.691130966556605,0.5218038797502368
Pidurutalagala,Scenic view,37,2,10,49,positive,0.784,"be heat)If the weather is clear,you can see adamspeak from here(we sow it)So don't miss it if you go to nuwareliya You can't get a view like this in the world I guess For more information and for more pictures you can contact me",159,0.3081761006289308,128,0.25391520998096345,0.07825059930230949,0.06134846985301064
Pidurutalagala,Weather condition,4,9,2,15,negative,0.765,"something feets from the sea level It's a high security zone,make sure your car is ready for the climb(otherwise it can be heat)If the weather is clear,you can see adamspeak from here(we sow it)So don't miss it if you go to nuwareliya You can't get a view like this in the world I guess For more information and for more pictures",159,0.09433962264150944,82,0.6992262266363275,0.0659647383619177,0.050463024846867044
Pidurutalagala,Temple,0,2,6,8,neutral,0.755,"There is a small temple on the top, some towers and a small shop to have a hot tea and hot rotty while shivering on top of Sri Lanka.",159,0.050314465408805034,76,0.7752121336142496,0.0390043840812201,0.02944830998132118
Pidurutalagala,Parking,0,0,5,5,neutral,0.764,"Once you go up, there is quite a large car park.",159,0.031446540880503145,54,1.1169614273363062,0.0351245731866763,0.026835173914620692
Pinnawala Elephant Orphanage,Elephants,271,52,258,581,positive,0.786,The best part was the bathing of the elephants which we already had access to anyway as our hotel was down on the waterfront.,1596,0.36403508771929827,33,1.6094379124341003,0.585891871631712,0.4605110111025256
Pinnawala Elephant Orphanage,River,85,8,159,252,neutral,0.77,orphan elephants and I think it is good to do this initiative.It is quite amazing to see the elephants bathe and then return from the river but also quite sad and meaningless to see some inside strapped and used for tourist attraction - Milk feeding is a joke,1596,0.15789473684210525,33,1.6094379124341003,0.2541217756474895,0.19567376724856692
Pinnawala Elephant Orphanage,Wildlife,81,20,103,204,neutral,0.783,"This place was good to visit- cost 2,500 rupees (25AUD) per person which is similar to animal park prices in Australia.",1596,0.12781954887218044,54,1.1169614273363062,0.14276950574975342,0.11178852300205692
Pinnawala Elephant Orphanage,Ticket price,15,26,89,130,neutral,0.757,"This place was good to visit- cost 2,500 rupees (25AUD) per person which is similar to animal park prices in Australia.",1596,0.08145363408521303,94,0.5626506916305767,0.045829943553869025,0.034693267270278855
Pinnawala Elephant Orphanage,Value for money,56,36,0,92,positive,0.827,I wish I'd chosen a national park with free roaming Eles rather than this sanctuary where they have hugely commercialised every aspect of caring for them.,1596,0.05764411027568922,112,0.38744660260548613,0.022334014686531782,0.018470230145761782
Pitawala Pathana,Mountain,9,1,8,18,positive,0.782,"Visit during late afternoon and walk up the slight slope and look back at the most spectacular views towards the mountains, including Manigala.",115,0.1565217391304348,24,1.927891643552635,0.3017569529038907,0.23597393717084253
Pitawala Pathana,Rock formation,3,0,6,9,neutral,0.764,"we were traveling from wasgamuwa to mathale via pitiwala pathana, this place is awesome, vast plain ends at a sheer cliff from north side which has the view as far as you can see, and other side shows most rural villages in sri lanka, Manigala, and pitawala, there is a water fall before pitawala (towards",115,0.0782608695652174,20,2.1102132003465894,0.1651471200271244,0.12617239970072303
Pitawala Pathana,Viewpoint,4,0,4,8,positive,0.805,"It's unusual in Sri Lanka to see such an open stretch of countryside, and you get amazing views of the main ridge of the Knuckles mountains to the South and also to the North where the ground drops away sharply at the mini World's End viewpoint.",115,0.06956521739130435,29,1.7386496439141066,0.12094954044619873,0.09736438005918997
Pitawala Pathana,Weather condition,2,9,4,15,negative,0.76,Good weather.,115,0.13043478260869565,82,0.6992262266363275,0.09120342086560793,0.06931459985786202
Pitawala Pathana,Trail,4,0,3,7,positive,0.757,The Chariot Path and surrounds are simply stunning and offer a wide range of hikes for various skill and fitness levels.The natural wonder however is the highlight.,115,0.06086956521739131,39,1.4423838277709342,0.08779727647301339,0.06646253829007114
Polhena Beach,Beach,119,21,41,181,positive,0.805,"The beach is messy,untidy and the sea looks dirty.The whole village is unappealing,some hotels still closed after the tsunami",771,0.23476005188067445,64,0.9470623905409088,0.22233241593761932,0.17897759482978357
Polhena Beach,Turtles,36,4,31,71,positive,0.788,The waters are safe to swim as the waves crash against the reefs turning this into something like a lagoon.On a good day you should be able to see quite a good number of colorful and fish and some turtles as well.,771,0.09208819714656291,16,2.3333567516607996,0.21487461656020335,0.16932119784944025
