place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence
Mount Lavinia Beach,Sunrise view,1,0,0,1,positive,0.84,Very nice beach very beutifull in morning with sunrise and there many many thinga to do like beach lunch.
Mount Lavinia Beach,Sunset view,56,1,20,77,positive,0.847,Mount Lavinia beach used to be the place to be a few years back and you can still see a good stretch of beach where families enjoy a leisurely stroll or couples watch the sunset.
Mount Lavinia Beach,Ticket price,8,2,9,19,neutral,0.777,their prices are v high and stuff they sell are very expensive and not up the standard.also be the waves are very big and surfinh has to be done with care .
Mount Lavinia Beach,Toilets,4,2,2,8,positive,0.805,It was packed with people in the evening as they are having an evening fair with kites flying in the air.Only thing missing is mobile toilets for people patronising the beach.
Mount Lavinia Beach,Trail,4,1,13,18,neutral,0.766,"As it stands, too dirty, area around railway tracks feels unsafe, but surf looks and feels stunning."
Mount Lavinia Beach,Turtles,1,1,3,5,neutral,0.772,"A selection of good bars to be enjoyed as you stroll along the beach, and if you're there at the right time of year you may be fortunate enough, ""as we were"", to see a turtle come ashore to lay its eggs."
Mount Lavinia Beach,Value for money,10,16,0,26,negative,0.851,Is home to a number of beach restaurants which are expensive
Mount Lavinia Beach,Water clarity,2,1,0,3,positive,0.907,"If you lived in Colombo, it would be a great escape and you’d probably risk swimming (I walked through the water and it felt a bit murky) but it’s a relaxing beach if you’re not swimming."
Mount Lavinia Beach,Water depth,1,0,1,2,positive,0.75,Beautiful shallow sandy beach.
Mount Lavinia Beach,Waterfall,0,0,1,1,neutral,0.74,Regret going close to dusk as in Sri Lanka darkness falls within minutes and we could not see turtles
Mount Lavinia Beach,Waves,19,5,16,40,positive,0.788,"barnacles etc but be careful as they are bit slippery.The sand area washed by the waves have muscles and other shell animals.However,"
Mount Lavinia Beach,Weather condition,4,23,2,29,negative,0.761,"Unfortunately it was heavy rain when i went there but the outlook of the beach was great, had bar closer to the beach and you get good cooked fish next to the beach which is awesome."
Mount Lavinia Beach,Wildlife,0,1,1,2,negative,0.77,"barnacles etc but be careful as they are bit slippery.The sand area washed by the waves have muscles and other shell animals.However,"
Mulgirigala Raja Maha Vihara,Accessibility,5,0,0,5,positive,0.848,This was a nice excursion accessible by local buses.
Mulgirigala Raja Maha Vihara,Accommodation,4,0,5,9,neutral,0.784,"The road from the hotel ""Good Karma"" is only 20 minutes by tuk-tuk."
Mulgirigala Raja Maha Vihara,Ancient ruins,2,0,4,6,neutral,0.767,Visited mulkirigala early morning.very calm and quite at the moment.great ancient place with ruins.itwas take about 10-20 minutes to take the peak.better to visit with suitable dresses as this is buddhist nonstary.
Mulgirigala Raja Maha Vihara,Beach,14,0,8,22,positive,0.787,Close to Tangalle this makes this worth a visit when you like a break from the beach.
Mulgirigala Raja Maha Vihara,Birds,1,0,2,3,neutral,0.76,"So the site was quiet the whole time, which meant you could hear the birds singing and enjoy the peace of the temples."
Mulgirigala Raja Maha Vihara,Buddha statue,40,3,38,81,positive,0.795,Beautiful sleeping Buddha's & Paintings
Mulgirigala Raja Maha Vihara,Cave,77,7,30,114,positive,0.771,Beautiful paintings in the cave.
Mulgirigala Raja Maha Vihara,Cave temple,50,4,32,86,positive,0.831,We honestly enjoyed the drive through the country side better than the rock temple itself.
Mulgirigala Raja Maha Vihara,Cleanliness,3,9,0,12,negative,0.867,"The temple is very interesting, the paintings and statues are beautiful but as is often the case a bit poorly presented with ugly lamp bulbs and behind dirty glass."
Mulgirigala Raja Maha Vihara,Colonial architecture,1,0,0,1,positive,0.84,"you will be climbing about 600 step to go to the top and its worth going there and in 1830 at the British colonial day in Sri Lanka George Turner had found the Great Mahawansa (great Cornical of Sri Lanka) all the historical Kings were written down here, and the excat cupboard that they found the"
Mulgirigala Raja Maha Vihara,Crowdedness,3,18,0,21,negative,0.861,Nice not touristy place.
Mulgirigala Raja Maha Vihara,Elephants,1,0,1,2,positive,0.77,Especially nice was riding on the elephant
Mulgirigala Raja Maha Vihara,Entrance fee,20,2,19,41,positive,0.834,"Similar to dambulla, but we just liked it better, morecaves, more colorful and nice view from the top - entrance fee 200 rupies"
Mulgirigala Raja Maha Vihara,Family friendliness,9,1,8,18,positive,0.773,"A nice monastery at the bottom with child monks, curious and very nice.altogether a very pleasant place"
Mulgirigala Raja Maha Vihara,Food quality,1,1,2,4,neutral,0.7,"We arrived to watch the villagers bringing food for the Buddhas and monks and the start of the celebrations of the old year in prep for the new year celebrations on 14th April.Steep steps make this a difficult visit for those with limited mobility, but otherwise a completely wonderful temple with splendid views."
Mulgirigala Raja Maha Vihara,Forest,8,0,5,13,positive,0.789,Nice view on the nearby fields and palm forest.
Mulgirigala Raja Maha Vihara,Guided tours,4,0,4,8,positive,0.82,"Although this would benefit from a tour guide for non-buddhists, the temple is wonderful to visit (400 Rupees each)."
Mulgirigala Raja Maha Vihara,Hindu shrine,6,2,6,14,positive,0.786,The views from the top of the rock were stunning but the little Buddhist shrines here were only mediocre.
Mulgirigala Raja Maha Vihara,Lagoon,0,0,1,1,neutral,0.74,"We've made one day trip from Tallala beach to Rekawa Lagoon, Mulkurigala, Blow Hole and Dickwella."
Mulgirigala Raja Maha Vihara,Lake,0,0,2,2,neutral,0.66,"My wife wore a tank top, got lots stares but no scolding."
Mulgirigala Raja Maha Vihara,Local guide,62,8,34,104,positive,0.782,The guide was worth it to get a bit more the visit.It has 4 levels and the 550 steps were split up into manageable sections.
Mulgirigala Raja Maha Vihara,Mountain,12,1,9,22,positive,0.739,"There are several levels as you climb up the mountain, each with a manmade cave full with beautiful paintings (the colors are still so vivid) and massive Buddha statues."
Mulgirigala Raja Maha Vihara,Murals,19,0,9,28,positive,0.819,"Breath taking views, worth the walk to the top, lots of old wall paintings"
Mulgirigala Raja Maha Vihara,Museum,1,2,3,6,neutral,0.777,"much better experience then in crowded Dambola, for instance.If you can, avoid the first guy right after the gate, it's a Buddhist ""museum"" not worth it, he'll rush through the exhibits with close to null English, will push you to get a white string around your wrist and require donation for it."
Mulgirigala Raja Maha Vihara,Paintings,79,1,31,111,positive,0.8,Beautiful paintings in the cave.
Mulgirigala Raja Maha Vihara,Parking,3,0,10,13,neutral,0.772,"A good walk to the monastery from the car park and a lot of steps to climb, but worth the effort."
Mulgirigala Raja Maha Vihara,Peacefulness,52,0,0,52,positive,0.805,Peaceful rock monastery
Mulgirigala Raja Maha Vihara,Public transport access,30,0,28,58,positive,0.784,"a little Sigirya here, worth visiting on an afternoon, great tuktuk ride..."
Mulgirigala Raja Maha Vihara,River,1,0,0,1,positive,0.84,very interesting temple very very old with a fantastic amazing view a lot of momkeys burds i saw bats river with lotis fglowers and nice sunset
Mulgirigala Raja Maha Vihara,Road access,5,0,3,8,positive,0.714,"The road from the hotel ""Good Karma"" is only 20 minutes by tuk-tuk."
Mulgirigala Raja Maha Vihara,Rock formation,95,7,63,165,positive,0.718,The final section of steps are steep and the parallel steps cut into the rock are actually an easier route.
Mulgirigala Raja Maha Vihara,Safety,3,1,0,4,positive,0.79,Climbing up the final wet steps without shoes could be quite dangerous.
Mulgirigala Raja Maha Vihara,Sandy beach,1,0,0,1,positive,0.72,"We were at Tangalle for the beach, but this was a nice change from lolling about on the sand.For the record, contrary to other reviewers, I saw no touts or monkeys."
Mulgirigala Raja Maha Vihara,Scenic view,163,5,31,199,positive,0.803,The views from top are as far as Yala.It was good to learn a bit of history from this area and we were glad we made the trip.
Mulgirigala Raja Maha Vihara,Sculptures,36,1,19,56,positive,0.795,"The best temple is the one with the buddha dying, with all the statues, ask to open the windows that protect the statues."
Mulgirigala Raja Maha Vihara,Sea,1,0,2,3,neutral,0.68,Mulkirigala is a must see in a tropical forrest setting within high rocks which offer an incredible view of the area down to the sea.
Mulgirigala Raja Maha Vihara,Service quality,4,2,3,9,positive,0.784,Have a hot cup of ginger tea once your back down and prepare yourself for a nail biting tuk-tuk ride as dusk turns to dark and the Sri Lankan bus service scares all.
Mulgirigala Raja Maha Vihara,Shops,0,0,1,1,neutral,0.61,"There is a little shop at the bottle, near the entrance."
Mulgirigala Raja Maha Vihara,Signage,2,0,1,3,positive,0.767,The caves are amazing and so are the views when you get to the top......make sure you go around the edge to get to the view point which is not marked.
Mulgirigala Raja Maha Vihara,Souvenir stalls,0,0,7,7,neutral,0.74,There are lots of vendors at the parking.
Mulgirigala Raja Maha Vihara,Stairs,65,32,62,159,positive,0.782,550 steps not as bad as you might think
Mulgirigala Raja Maha Vihara,Strong current,1,0,0,1,positive,0.8,The current look is quite wornout and it was sad to see such an important temple in this situation.I still recommend to visit.
Mulgirigala Raja Maha Vihara,Stupa,6,0,5,11,positive,0.784,"Of course when going into the little cave temple rooms you do need to follow temple etiquette.There are quite a few levels, at the top there is a dagoba and behind it (you need to go around the walls) there is a spectacular view!"
Mulgirigala Raja Maha Vihara,Sunset view,13,0,3,16,positive,0.851,Good sunset.
Mulgirigala Raja Maha Vihara,Temple,149,10,72,231,positive,0.797,"A bit similar to Dambulla's caves, although on a smaller scale, but without the tourists and the kitsch temple."
Mulgirigala Raja Maha Vihara,Ticket price,32,5,37,74,neutral,0.768,"Worth a visit, but if you take a guide fix the price first!"
Mulgirigala Raja Maha Vihara,Toilets,1,2,3,6,neutral,0.77,"The toilets at the siteare also revolting and there is nowhere to buy water or drinks, so make sure you stock up before you arrive.The other thing to watch out for is the people trying to scam you all over the place."
Mulgirigala Raja Maha Vihara,Trail,19,1,10,30,positive,0.757,The monastery is hidden well away from the main tourist track but definitely worth a detour inland to visit it.
Mulgirigala Raja Maha Vihara,Value for money,11,6,0,17,positive,0.842,Enchanting and almost tourist-free
Mulgirigala Raja Maha Vihara,Viewpoint,4,0,1,5,positive,0.844,The caves are amazing and so are the views when you get to the top......make sure you go around the edge to get to the view point which is not marked.
